id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000334,Carte,540.01,USD,8.92,Complétée,New York,USA
id_transaction_00000335,Virement,35.2,USD,7.89,Complétée,New York,USA
id_transaction_00000336,Virement,1311.77,JPY,5.25,Complétée,Tokyo,Japon
id_transaction_00000337,Virement,185.51,GBP,9.11,Complétée,Londres,Royaume-Uni
id_transaction_00000338,Virement,579.16,ZAR,1.65,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000339,Virement International,391.96,USD,6.02,Complétée,New York,USA
id_transaction_00000340,Carte,176.67,GBP,2.63,En cours,Londres,Royaume-Uni
id_transaction_00000341,Virement,158.54,USD,2.54,Complétée,Washington DC,USA
id_transaction_00000342,Virement International,4399.36,GBP,18.48,Complétée,Londres,Royaume-Uni
id_transaction_00000343,Retrait,296.66,EUR,0.08,Complétée,Francfort,UE
id_transaction_00000344,Retrait,407.61,USD,4.63,Complétée,New York,USA
id_transaction_00000345,Prélèvement,317.29,GBP,0.87,Complétée,Londres,Royaume-Uni
id_transaction_00000346,Carte,16.54,MAD,0.45,Complétée,Casablanca,Maroc
id_transaction_00000347,Virement International,57591.84,EUR,1524.33,Complétée,Francfort,Allemagne
id_transaction_00000348,Virement,139.21,JPY,9.55,Complétée,Tokyo,Japon
id_transaction_00000349,Dépôt,1361.11,JPY,0.41,Complétée,Tokyo,Japon
id_transaction_00000350,Retrait,900.33,EUR,4.56,Complétée,Paris,France
id_transaction_00000351,Prélèvement,183.2,GBP,6.46,Complétée,Londres,Royaume-Uni
id_transaction_00000352,Virement International,18530.8,ZAR,85.79,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000353,Dépôt,2760.45,EUR,9.91,Complétée,Francfort,UE
id_transaction_00000354,Virement International,3765.89,USD,50.71,Complétée,Washington DC,USA
id_transaction_00000355,Carte,10.0,JPY,7.29,Complétée,Tokyo,Japon
id_transaction_00000356,Virement International,12904.08,CNY,156.36,En attente,Pékin,Chine
id_transaction_00000357,Carte,10.0,JPY,3.84,En attente,Tokyo,Japon
id_transaction_00000358,Virement,810.35,EUR,3.19,Complétée,Francfort,UE
id_transaction_00000359,Dépôt,1898.5,USD,3.75,Complétée,New York,USA
id_transaction_00000360,Retrait,292.25,MAD,5.17,Complétée,Rabat,Maroc
id_transaction_00000361,Dépôt,776.38,EUR,1.01,Complétée,Paris,France
id_transaction_00000362,Retrait,476.64,CNY,9.72,Complétée,Pékin,Chine
id_transaction_00000363,Retrait,28.48,EUR,3.13,Complétée,Francfort,UE
id_transaction_00000364,Prélèvement,45.77,MAD,1.16,En attente,Casablanca,Maroc
id_transaction_00000365,Virement,40.06,GBP,3.4,En cours,Londres,Royaume-Uni
id_transaction_00000366,Virement,43.41,GBP,5.42,Complétée,Londres,Royaume-Uni
id_transaction_00000367,Prélèvement,60.81,JPY,9.66,Complétée,Tokyo,Japon
id_transaction_00000368,Prélèvement,26.13,EUR,4.02,Complétée,Francfort,UE
id_transaction_00000369,Prélèvement,7639.11,GBP,2.01,Complétée,Londres,Royaume-Uni
id_transaction_00000370,Dépôt,172.16,GBP,7.22,En attente,Londres,Royaume-Uni
id_transaction_00000371,Virement International,1445.88,JPY,34.45,Complétée,Tokyo,Japon
id_transaction_00000372,Retrait,614.11,GBP,9.49,Rejetée,Londres,Royaume-Uni
id_transaction_00000373,Retrait,28.23,USD,2.86,En attente,New York,USA
id_transaction_00000374,Dépôt,3170.54,EUR,8.66,Complétée,Francfort,Allemagne
id_transaction_00000375,Retrait,751.48,ZAR,9.56,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000376,Retrait,3781.51,USD,6.4,Complétée,New York,USA
id_transaction_00000377,Carte,161.43,EUR,7.63,En cours,Francfort,UE
id_transaction_00000378,Prélèvement,110.66,EUR,2.99,Complétée,Francfort,Allemagne
id_transaction_00000379,Virement,1685.28,USD,2.95,Complétée,New York,USA
id_transaction_00000380,Carte,118.42,MAD,7.69,Complétée,Rabat,Maroc
id_transaction_00000381,Retrait,288.93,GBP,7.23,Complétée,Londres,Royaume-Uni
id_transaction_00000382,Virement International,520.59,ZAR,4.78,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000383,Retrait,137.84,USD,8.42,Complétée,New York,USA
id_transaction_00000384,Prélèvement,667.97,USD,4.03,Complétée,New York,USA
id_transaction_00000385,Virement International,3358.02,USD,84.85,Complétée,New York,USA
id_transaction_00000386,Carte,32.69,GBP,2.15,Complétée,Londres,Royaume-Uni
id_transaction_00000387,Virement International,326.78,EUR,7.0,Complétée,Paris,France
id_transaction_00000388,Retrait,1304.11,MAD,7.75,Complétée,Casablanca,Maroc
id_transaction_00000389,Dépôt,109.35,EUR,1.89,Complétée,Paris,France
id_transaction_00000390,Prélèvement,4420.99,GBP,3.4,Complétée,Londres,Royaume-Uni
id_transaction_00000391,Retrait,24.06,GBP,9.36,Complétée,Londres,Royaume-Uni
id_transaction_00000392,Prélèvement,67.79,JPY,5.65,Complétée,Tokyo,Japon
id_transaction_00000393,Carte,22.88,MAD,1.3,En attente,Casablanca,Maroc
id_transaction_00000394,Carte,29.51,JPY,3.85,Complétée,Tokyo,Japon
id_transaction_00000395,Prélèvement,262.54,GBP,5.52,Complétée,Londres,Royaume-Uni
id_transaction_00000396,Virement,659.27,GBP,4.72,Complétée,Londres,Royaume-Uni
id_transaction_00000397,Carte,149.8,MAD,1.26,Complétée,Rabat,Maroc
id_transaction_00000398,Retrait,315.25,EUR,6.82,Complétée,Francfort,UE
id_transaction_00000399,Retrait,1813.71,MAD,7.82,Complétée,Rabat,Maroc
id_transaction_00000400,Prélèvement,876.38,CNY,3.79,Complétée,Pékin,Chine
id_transaction_00000401,Retrait,1084.15,USD,2.67,Rejetée,Washington DC,USA
id_transaction_00000402,Prélèvement,266.86,EUR,6.78,Complétée,Francfort,Allemagne
id_transaction_00000403,Retrait,1106.87,USD,1.2,En cours,New York,USA
id_transaction_00000404,Dépôt,4119.68,CNY,5.48,Complétée,Pékin,Chine
id_transaction_00000405,Virement,704.03,GBP,2.91,Complétée,Londres,Royaume-Uni
id_transaction_00000406,Retrait,2275.28,JPY,7.1,En attente,Tokyo,Japon
id_transaction_00000407,Carte,19.25,USD,9.58,Complétée,Washington DC,USA
id_transaction_00000408,Retrait,379.27,GBP,9.63,Complétée,Londres,Royaume-Uni
id_transaction_00000409,Prélèvement,670.63,GBP,7.81,Complétée,Londres,Royaume-Uni
id_transaction_00000410,Carte,12.29,JPY,6.36,Complétée,Tokyo,Japon
id_transaction_00000411,Dépôt,1051.29,MAD,2.91,Complétée,Casablanca,Maroc
id_transaction_00000412,Prélèvement,1022.38,EUR,6.31,Complétée,Paris,France
id_transaction_00000413,Virement International,5236.82,ZAR,28.33,En attente,Johannesburg,Afrique du Sud
id_transaction_00000414,Carte,573.93,EUR,8.98,Complétée,Francfort,UE
id_transaction_00000415,Dépôt,211.9,CNY,9.61,Complétée,Pékin,Chine
id_transaction_00000416,Retrait,975.38,USD,7.12,En cours,New York,USA
id_transaction_00000417,Virement International,6986.78,EUR,158.73,Complétée,Paris,France
id_transaction_00000418,Dépôt,302.97,MAD,1.63,Complétée,Casablanca,Maroc
id_transaction_00000419,Retrait,61.83,GBP,3.22,Complétée,Londres,Royaume-Uni
id_transaction_00000420,Dépôt,999.02,USD,2.46,Complétée,Washington DC,USA
id_transaction_00000421,Carte,17.51,EUR,9.2,Complétée,Francfort,UE
id_transaction_00000422,Virement,38.49,JPY,3.72,Complétée,Tokyo,Japon
id_transaction_00000423,Prélèvement,144.47,GBP,5.64,Complétée,Londres,Royaume-Uni
id_transaction_00000424,Prélèvement,1207.31,JPY,7.52,Complétée,Tokyo,Japon
id_transaction_00000425,Virement,79.19,JPY,4.31,Complétée,Tokyo,Japon
id_transaction_00000426,Carte,158.01,EUR,7.59,Complétée,Francfort,Allemagne
id_transaction_00000427,Prélèvement,3349.53,JPY,4.76,En attente,Tokyo,Japon
id_transaction_00000428,Virement International,210.39,GBP,0.45,Complétée,Londres,Royaume-Uni
id_transaction_00000429,Dépôt,2693.09,GBP,8.36,Complétée,Londres,Royaume-Uni
id_transaction_00000430,Prélèvement,232.02,GBP,5.16,Complétée,Londres,Royaume-Uni
id_transaction_00000431,Retrait,1136.1,GBP,0.55,Complétée,Londres,Royaume-Uni
id_transaction_00000432,Virement International,385.14,EUR,11.17,Complétée,Francfort,UE
id_transaction_00000433,Retrait,276.55,CNY,3.03,Complétée,Pékin,Chine
id_transaction_00000434,Dépôt,2209.31,JPY,1.25,Complétée,Tokyo,Japon
id_transaction_00000435,Virement International,12218.79,USD,198.85,Complétée,New York,USA
id_transaction_00000436,Dépôt,27.13,EUR,5.18,Complétée,Paris,France
id_transaction_00000437,Prélèvement,823.08,GBP,6.32,Complétée,Londres,Royaume-Uni
id_transaction_00000438,Virement,644.01,JPY,1.59,Complétée,Tokyo,Japon
id_transaction_00000439,Carte,142.98,USD,1.57,Complétée,Washington DC,USA
id_transaction_00000440,Retrait,75.89,GBP,4.35,Complétée,Londres,Royaume-Uni
id_transaction_00000441,Retrait,368.55,GBP,2.35,Complétée,Londres,Royaume-Uni
id_transaction_00000442,Virement,798.07,JPY,0.52,Rejetée,Tokyo,Japon
id_transaction_00000443,Virement International,406.35,JPY,10.55,Complétée,Tokyo,Japon
id_transaction_00000444,Prélèvement,265.12,GBP,6.73,En attente,Londres,Royaume-Uni
id_transaction_00000445,Virement International,33654.03,JPY,914.8,Complétée,Tokyo,Japon
id_transaction_00000446,Retrait,596.98,EUR,0.2,Complétée,Paris,France
id_transaction_00000447,Virement,47.12,CNY,3.56,En attente,Pékin,Chine
id_transaction_00000448,Dépôt,988.23,EUR,0.72,Complétée,Paris,France
id_transaction_00000449,Virement International,7682.84,MAD,228.26,Complétée,Casablanca,Maroc
id_transaction_00000450,Virement,2991.36,EUR,0.68,En cours,Paris,France
id_transaction_00000451,Retrait,76.52,JPY,2.64,Complétée,Tokyo,Japon
id_transaction_00000452,Dépôt,33.39,EUR,2.87,Complétée,Paris,France
id_transaction_00000453,Prélèvement,356.0,EUR,0.92,Complétée,Paris,France
id_transaction_00000454,Dépôt,533.01,CNY,2.67,Complétée,Pékin,Chine
id_transaction_00000455,Virement International,32203.25,USD,589.33,Complétée,Washington DC,USA
id_transaction_00000456,Dépôt,1845.51,GBP,8.66,Complétée,Londres,Royaume-Uni
id_transaction_00000457,Virement,292.26,MAD,5.88,Complétée,Rabat,Maroc
id_transaction_00000458,Carte,82.7,USD,0.15,Complétée,Washington DC,USA
id_transaction_00000459,Virement,342.18,GBP,8.4,Complétée,Londres,Royaume-Uni
id_transaction_00000460,Virement International,8062.43,EUR,24.65,En cours,Paris,France
id_transaction_00000461,Prélèvement,648.6,EUR,4.34,Complétée,Paris,France
id_transaction_00000462,Virement,192.74,JPY,6.71,Complétée,Tokyo,Japon
id_transaction_00000463,Virement,102.08,MAD,0.63,Complétée,Casablanca,Maroc
id_transaction_00000464,Virement International,58366.2,EUR,1468.19,Rejetée,Francfort,Allemagne
id_transaction_00000465,Retrait,49.37,CNY,6.17,Rejetée,Pékin,Chine
id_transaction_00000466,Dépôt,550.13,MAD,0.68,Complétée,Rabat,Maroc
id_transaction_00000467,Carte,10.0,EUR,3.68,Complétée,Paris,France
id_transaction_00000468,Dépôt,618.5,JPY,6.3,Complétée,Tokyo,Japon
id_transaction_00000469,Virement International,160336.61,EUR,4503.6,Complétée,Francfort,Allemagne
id_transaction_00000470,Virement International,643.35,EUR,11.56,Complétée,Paris,France
id_transaction_00000471,Retrait,1751.78,EUR,0.11,Complétée,Francfort,Allemagne
id_transaction_00000472,Carte,12.06,MAD,0.7,Complétée,Rabat,Maroc
id_transaction_00000473,Prélèvement,949.48,EUR,1.1,En attente,Paris,France
id_transaction_00000474,Retrait,1723.78,JPY,5.15,Complétée,Tokyo,Japon
id_transaction_00000475,Carte,62.11,JPY,9.41,Complétée,Tokyo,Japon
id_transaction_00000476,Carte,10.0,MAD,5.53,Complétée,Rabat,Maroc
id_transaction_00000477,Virement,1607.93,EUR,8.59,En attente,Francfort,UE
id_transaction_00000478,Virement International,7827.32,EUR,107.83,Complétée,Francfort,UE
id_transaction_00000479,Retrait,477.31,JPY,1.61,Complétée,Tokyo,Japon
id_transaction_00000480,Virement International,97663.03,MAD,2610.11,Complétée,Rabat,Maroc
id_transaction_00000481,Retrait,275.27,ZAR,3.11,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000482,Virement International,1517.69,MAD,15.28,Complétée,Casablanca,Maroc
id_transaction_00000483,Virement,3018.61,USD,6.96,Complétée,New York,USA
id_transaction_00000484,Carte,10.0,MAD,4.12,Complétée,Casablanca,Maroc
id_transaction_00000485,Carte,14.25,JPY,6.92,Complétée,Tokyo,Japon
id_transaction_00000486,Prélèvement,218.73,MAD,2.04,En attente,Casablanca,Maroc
id_transaction_00000487,Virement,20561.79,GBP,6.28,Complétée,Londres,Royaume-Uni
id_transaction_00000488,Virement International,100432.48,MAD,1461.58,Complétée,Rabat,Maroc
id_transaction_00000489,Virement International,1445.89,JPY,21.01,Complétée,Tokyo,Japon
id_transaction_00000490,Prélèvement,80.62,EUR,8.77,Complétée,Paris,France
id_transaction_00000491,Prélèvement,130.82,GBP,7.29,Complétée,Londres,Royaume-Uni
id_transaction_00000492,Dépôt,3588.96,EUR,3.79,En attente,Francfort,Allemagne
id_transaction_00000493,Virement,128.42,USD,1.04,Complétée,Washington DC,USA
id_transaction_00000494,Virement,586.04,USD,7.82,Complétée,New York,USA
id_transaction_00000495,Dépôt,136.87,GBP,1.95,Complétée,Londres,Royaume-Uni
id_transaction_00000496,Prélèvement,559.47,EUR,5.79,En attente,Francfort,UE
id_transaction_00000497,Carte,15.31,EUR,3.14,Complétée,Paris,France
id_transaction_00000498,Prélèvement,151.69,USD,9.08,Complétée,New York,USA
id_transaction_00000499,Virement,314.61,CNY,4.51,Complétée,Pékin,Chine
id_transaction_00000500,Virement International,342.58,GBP,6.54,Complétée,Londres,Royaume-Uni
id_transaction_00000501,Retrait,319.02,ZAR,9.83,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000502,Virement,2871.17,JPY,0.31,Complétée,Tokyo,Japon
id_transaction_00000503,Dépôt,1754.85,CNY,7.84,Complétée,Pékin,Chine
id_transaction_00000504,Carte,93.11,ZAR,6.67,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000505,Dépôt,15901.83,EUR,3.04,Complétée,Paris,France
id_transaction_00000506,Virement International,26869.71,USD,616.14,Complétée,New York,USA
id_transaction_00000507,Carte,633.29,EUR,9.91,En attente,Francfort,UE
id_transaction_00000508,Prélèvement,5609.2,JPY,5.79,Complétée,Tokyo,Japon
id_transaction_00000509,Carte,10.0,USD,4.94,Complétée,Washington DC,USA
id_transaction_00000510,Virement International,197.24,GBP,0.32,Complétée,Londres,Royaume-Uni
id_transaction_00000511,Dépôt,7660.87,EUR,6.97,Complétée,Paris,France
id_transaction_00000512,Retrait,194.81,MAD,5.8,Complétée,Casablanca,Maroc
id_transaction_00000513,Virement International,2083.28,GBP,28.43,Complétée,Londres,Royaume-Uni
id_transaction_00000514,Carte,160.22,JPY,6.43,Complétée,Tokyo,Japon
id_transaction_00000515,Dépôt,361.07,EUR,0.85,Complétée,Francfort,Allemagne
id_transaction_00000516,Dépôt,204.9,USD,8.63,Complétée,New York,USA
id_transaction_00000517,Retrait,1479.53,GBP,6.19,Complétée,Londres,Royaume-Uni
id_transaction_00000518,Virement International,74256.59,MAD,774.14,Complétée,Casablanca,Maroc
id_transaction_00000519,Dépôt,222.8,EUR,1.68,Complétée,Paris,France
id_transaction_00000520,Prélèvement,3136.65,EUR,4.38,Complétée,Paris,France
id_transaction_00000521,Retrait,48.31,USD,3.02,Complétée,New York,USA
id_transaction_00000522,Virement International,221.45,GBP,5.16,En attente,Londres,Royaume-Uni
id_transaction_00000523,Virement International,9379.26,CNY,226.17,Complétée,Pékin,Chine
id_transaction_00000524,Prélèvement,27.69,JPY,1.44,Complétée,Tokyo,Japon
id_transaction_00000525,Retrait,357.49,EUR,3.06,Complétée,Francfort,UE
id_transaction_00000526,Prélèvement,115.63,EUR,7.25,Complétée,Paris,France
id_transaction_00000527,Retrait,216.77,USD,5.38,Complétée,New York,USA
id_transaction_00000528,Virement,190.74,EUR,4.83,Complétée,Paris,France
id_transaction_00000529,Retrait,1616.63,EUR,8.9,Complétée,Paris,France
id_transaction_00000530,Retrait,450.98,ZAR,9.32,En cours,Johannesburg,Afrique du Sud
id_transaction_00000531,Virement International,1932.35,JPY,49.52,Complétée,Tokyo,Japon
id_transaction_00000532,Prélèvement,569.39,EUR,6.04,En attente,Francfort,UE
id_transaction_00000533,Virement International,34061.34,CNY,375.41,Complétée,Pékin,Chine
id_transaction_00000534,Carte,25.28,CNY,1.75,Complétée,Pékin,Chine
id_transaction_00000535,Carte,15.52,GBP,0.01,En attente,Londres,Royaume-Uni
id_transaction_00000536,Retrait,106.7,EUR,2.32,Complétée,Paris,France
id_transaction_00000537,Carte,189.37,GBP,0.4,Complétée,Londres,Royaume-Uni
id_transaction_00000538,Dépôt,387.22,ZAR,9.08,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000539,Retrait,377.24,MAD,4.3,Complétée,Casablanca,Maroc
id_transaction_00000540,Carte,10.0,GBP,3.98,Complétée,Londres,Royaume-Uni
id_transaction_00000541,Virement,210.74,USD,6.26,Complétée,New York,USA
id_transaction_00000542,Virement,646.56,MAD,1.61,Complétée,Rabat,Maroc
id_transaction_00000543,Virement,4015.23,EUR,9.15,Complétée,Francfort,UE
id_transaction_00000544,Virement International,2029.21,USD,37.18,Complétée,New York,USA
id_transaction_00000545,Dépôt,71.18,EUR,5.56,Complétée,Paris,France
id_transaction_00000546,Virement International,10014.32,USD,95.55,Complétée,New York,USA
id_transaction_00000547,Virement International,870.91,JPY,7.64,Complétée,Tokyo,Japon
id_transaction_00000548,Dépôt,34.4,JPY,5.97,Complétée,Tokyo,Japon
id_transaction_00000549,Dépôt,1114.01,CNY,3.4,Complétée,Pékin,Chine
id_transaction_00000550,Virement,279.23,JPY,6.23,Complétée,Tokyo,Japon
id_transaction_00000551,Retrait,342.79,ZAR,2.61,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000552,Virement,121.63,EUR,1.86,Rejetée,Paris,France
id_transaction_00000553,Prélèvement,599.71,ZAR,2.73,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000554,Carte,162.03,JPY,9.42,Complétée,Tokyo,Japon
id_transaction_00000555,Prélèvement,2715.16,CNY,2.95,En attente,Pékin,Chine
id_transaction_00000556,Virement,139.68,USD,7.3,Complétée,New York,USA
id_transaction_00000557,Carte,176.01,MAD,4.34,Complétée,Rabat,Maroc
id_transaction_00000558,Dépôt,35.26,JPY,7.33,Complétée,Tokyo,Japon
id_transaction_00000559,Carte,957.31,GBP,8.98,Complétée,Londres,Royaume-Uni
id_transaction_00000560,Retrait,1359.45,EUR,8.27,Complétée,Paris,France
id_transaction_00000561,Carte,88.56,JPY,7.84,Complétée,Tokyo,Japon
id_transaction_00000562,Virement International,1908.11,USD,12.77,En attente,New York,USA
id_transaction_00000563,Dépôt,38.44,MAD,4.24,Complétée,Casablanca,Maroc
id_transaction_00000564,Prélèvement,711.6,GBP,3.48,Complétée,Londres,Royaume-Uni
id_transaction_00000565,Virement International,175.41,CNY,3.04,Complétée,Pékin,Chine
id_transaction_00000566,Virement,1074.69,EUR,8.96,Complétée,Paris,France
id_transaction_00000567,Virement,41.3,USD,8.41,Complétée,New York,USA
id_transaction_00000568,Carte,27.26,JPY,0.17,Complétée,Tokyo,Japon
id_transaction_00000569,Virement,1054.26,JPY,3.12,Complétée,Tokyo,Japon
id_transaction_00000570,Prélèvement,504.44,CNY,5.62,En cours,Pékin,Chine
id_transaction_00000571,Retrait,1007.6,ZAR,6.62,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000572,Retrait,510.54,GBP,4.03,Complétée,Londres,Royaume-Uni
id_transaction_00000573,Prélèvement,81.13,GBP,6.76,Complétée,Londres,Royaume-Uni
id_transaction_00000574,Retrait,145.61,GBP,1.56,En attente,Londres,Royaume-Uni
id_transaction_00000575,Dépôt,5610.53,JPY,9.58,Complétée,Tokyo,Japon
id_transaction_00000576,Retrait,414.72,JPY,6.35,En attente,Tokyo,Japon
id_transaction_00000577,Prélèvement,70.15,USD,8.94,Complétée,New York,USA
id_transaction_00000578,Prélèvement,270.79,CNY,5.47,Complétée,Pékin,Chine
id_transaction_00000579,Retrait,507.59,GBP,8.28,Complétée,Londres,Royaume-Uni
id_transaction_00000580,Retrait,1783.02,EUR,2.34,Complétée,Francfort,Allemagne
id_transaction_00000581,Virement International,349.42,JPY,4.01,Complétée,Tokyo,Japon
id_transaction_00000582,Virement International,1838.31,GBP,6.64,Complétée,Londres,Royaume-Uni
id_transaction_00000583,Prélèvement,138.03,GBP,5.46,Complétée,Londres,Royaume-Uni
id_transaction_00000584,Virement,86.24,USD,7.24,Complétée,Washington DC,USA
id_transaction_00000585,Virement,202.35,ZAR,0.77,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000586,Carte,13.08,EUR,3.05,Rejetée,Francfort,Allemagne
id_transaction_00000587,Prélèvement,165.53,GBP,0.39,En attente,Londres,Royaume-Uni
id_transaction_00000588,Retrait,356.99,USD,2.48,Complétée,New York,USA
id_transaction_00000589,Dépôt,820.74,USD,3.75,Complétée,Washington DC,USA
id_transaction_00000590,Retrait,270.03,ZAR,8.32,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000591,Virement,341.72,GBP,3.37,Complétée,Londres,Royaume-Uni
id_transaction_00000592,Virement International,1408.61,EUR,9.14,Complétée,Francfort,UE
id_transaction_00000593,Retrait,115.12,JPY,4.08,Complétée,Tokyo,Japon
id_transaction_00000594,Virement International,38130.74,USD,448.32,Complétée,New York,USA
id_transaction_00000595,Retrait,1470.93,GBP,7.91,Complétée,Londres,Royaume-Uni
id_transaction_00000596,Prélèvement,672.34,GBP,1.56,Complétée,Londres,Royaume-Uni
id_transaction_00000597,Prélèvement,583.38,EUR,1.17,Complétée,Francfort,Allemagne
id_transaction_00000598,Dépôt,10.0,EUR,8.66,Complétée,Paris,France
id_transaction_00000599,Prélèvement,9619.02,JPY,6.65,Complétée,Tokyo,Japon
id_transaction_00000600,Dépôt,426.33,EUR,7.8,Complétée,Francfort,Allemagne
id_transaction_00000601,Virement,1091.35,MAD,2.53,En attente,Casablanca,Maroc
id_transaction_00000602,Virement International,17844.44,EUR,365.38,Complétée,Paris,France
id_transaction_00000603,Carte,42.88,CNY,6.61,Complétée,Pékin,Chine
id_transaction_00000604,Virement International,6701.46,EUR,121.83,Complétée,Paris,France
id_transaction_00000605,Virement,699.77,EUR,4.11,En cours,Paris,France
id_transaction_00000606,Retrait,255.84,USD,6.73,Complétée,Washington DC,USA
id_transaction_00000607,Dépôt,214.75,GBP,8.06,Complétée,Londres,Royaume-Uni
id_transaction_00000608,Carte,360.16,JPY,3.63,Complétée,Tokyo,Japon
id_transaction_00000609,Prélèvement,709.44,ZAR,1.51,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000610,Retrait,643.44,CNY,7.85,Complétée,Pékin,Chine
id_transaction_00000611,Virement,2853.02,GBP,2.54,Complétée,Londres,Royaume-Uni
id_transaction_00000612,Dépôt,6362.35,JPY,3.26,En attente,Tokyo,Japon
id_transaction_00000613,Virement International,30640.08,JPY,511.61,Complétée,Tokyo,Japon
id_transaction_00000614,Virement International,5293.67,USD,0.0,Complétée,New York,USA
id_transaction_00000615,Dépôt,485.25,EUR,8.12,Complétée,Francfort,UE
id_transaction_00000616,Retrait,1614.05,USD,3.9,Complétée,Washington DC,USA
id_transaction_00000617,Dépôt,365.67,MAD,0.88,Complétée,Rabat,Maroc
id_transaction_00000618,Virement International,5742.92,USD,55.14,Complétée,New York,USA
id_transaction_00000619,Dépôt,1428.31,CNY,1.2,Complétée,Pékin,Chine
id_transaction_00000620,Retrait,2464.44,JPY,9.95,Complétée,Tokyo,Japon
id_transaction_00000621,Carte,27.4,JPY,6.17,Complétée,Tokyo,Japon
id_transaction_00000622,Retrait,29.75,EUR,5.24,Complétée,Francfort,Allemagne
id_transaction_00000623,Dépôt,1106.45,JPY,8.32,Complétée,Tokyo,Japon
id_transaction_00000624,Dépôt,377.23,EUR,5.23,Rejetée,Francfort,Allemagne
id_transaction_00000625,Virement International,432.0,JPY,12.66,Complétée,Tokyo,Japon
id_transaction_00000626,Virement International,30482.76,JPY,845.08,Complétée,Tokyo,Japon
id_transaction_00000627,Virement,92.97,GBP,5.5,Complétée,Londres,Royaume-Uni
id_transaction_00000628,Retrait,45.76,JPY,3.46,Complétée,Tokyo,Japon
id_transaction_00000629,Virement International,47.95,JPY,0.58,Complétée,Tokyo,Japon
id_transaction_00000630,Carte,230.43,EUR,6.48,Complétée,Paris,France
id_transaction_00000631,Virement,735.63,CNY,1.51,Rejetée,Pékin,Chine
id_transaction_00000632,Carte,66.46,EUR,8.68,Complétée,Paris,France
id_transaction_00000633,Carte,64.25,MAD,6.98,Complétée,Rabat,Maroc
id_transaction_00000634,Virement International,1292.49,GBP,3.82,Complétée,Londres,Royaume-Uni
id_transaction_00000635,Dépôt,7967.71,USD,5.93,Complétée,New York,USA
id_transaction_00000636,Carte,90.12,EUR,1.51,Complétée,Paris,France
id_transaction_00000637,Virement,376.61,USD,6.3,Complétée,New York,USA
id_transaction_00000638,Prélèvement,1553.04,MAD,3.26,En cours,Casablanca,Maroc
id_transaction_00000639,Virement International,6616.95,CNY,122.66,Complétée,Pékin,Chine
id_transaction_00000640,Carte,26.21,MAD,2.27,Complétée,Casablanca,Maroc
id_transaction_00000641,Prélèvement,176.77,EUR,5.99,Complétée,Francfort,Allemagne
id_transaction_00000642,Virement International,2221.52,EUR,29.5,Complétée,Francfort,Allemagne
id_transaction_00000643,Prélèvement,128.02,EUR,2.18,Complétée,Francfort,Allemagne
id_transaction_00000644,Virement,407.25,CNY,2.47,Complétée,Pékin,Chine
id_transaction_00000645,Retrait,218.4,ZAR,8.2,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000646,Prélèvement,392.38,JPY,8.37,Complétée,Tokyo,Japon
id_transaction_00000647,Carte,104.24,MAD,2.44,Complétée,Casablanca,Maroc
id_transaction_00000648,Virement International,836.66,EUR,12.13,Complétée,Francfort,UE
id_transaction_00000649,Prélèvement,135.43,USD,0.71,Complétée,New York,USA
id_transaction_00000650,Virement,409.2,USD,9.6,Complétée,New York,USA
id_transaction_00000651,Prélèvement,194.03,JPY,0.77,Rejetée,Tokyo,Japon
id_transaction_00000652,Retrait,1382.23,CNY,5.19,Complétée,Pékin,Chine
id_transaction_00000653,Dépôt,1728.99,GBP,1.7,Complétée,Londres,Royaume-Uni
id_transaction_00000654,Virement,66.19,JPY,0.24,Complétée,Tokyo,Japon
id_transaction_00000655,Virement International,239.17,USD,4.22,Complétée,New York,USA
id_transaction_00000656,Virement,148.68,JPY,8.44,Complétée,Tokyo,Japon
id_transaction_00000657,Virement International,2553.65,MAD,48.32,Rejetée,Casablanca,Maroc
id_transaction_00000658,Virement International,100391.79,EUR,2440.93,Complétée,Francfort,Allemagne
id_transaction_00000659,Dépôt,638.54,MAD,4.6,Complétée,Rabat,Maroc
id_transaction_00000660,Retrait,1308.26,CNY,1.35,En cours,Pékin,Chine
id_transaction_00000661,Carte,425.02,USD,4.84,Complétée,New York,USA
id_transaction_00000662,Virement,30.0,MAD,3.15,Complétée,Casablanca,Maroc
id_transaction_00000663,Virement International,1002.03,USD,5.88,Complétée,New York,USA
id_transaction_00000664,Retrait,81.93,JPY,5.14,Complétée,Tokyo,Japon
